cf_id,contact_id,company_name,description,goal,pledged,outcome,backers_count,country,currency,launched_date,end_date,category_id,subcategory_id
1755,1377,Gonzalez-White,Open-architected disintermediate budgetary management,2400.00,8117.00,successful,114,US,USD,2020-12-21,2021-10-27,cat01,scat01
965,5036,Lopez-King,Multi-lateral radical solution,7900.00,8550.00,successful,93,US,USD,2021-04-25,2021-09-11,cat04,scat04
2019,5761,Glover-Nelson,Inverse context-sensitive info-mediaries,94900.00,57659.00,failed,594,US,USD,2021-04-10,2021-05-18,cat04,scat04
843,3699,Garner and Sons,Versatile neutral workforce,5100.00,1414.00,failed,24,US,USD,2020-09-17,2021-04-26,cat05,scat020
1593,4519,"Sellers, Roach and Garrison",Multi-tiered systematic knowledge user,42700.00,97524.00,successful,1681,US,USD,2020-12-18,2021-03-15,cat03,scat03
2494,5395,"Herrera, Bennett and Silva",Programmable multi-state algorithm,121100.00,26176.00,failed,252,US,USD,2020-07-30,2021-05-04,cat04,scat04
2250,3057,"Thomas, Clay and Mendoza",Multi-channeled reciprocal interface,800.00,2991.00,successful,32,US,USD,2020-05-13,2021-03-06,cat02,scat08
1498,2741,Ayala Group,Right-sized maximized migration,5400.00,8366.00,successful,135,US,USD,2020-07-22,2021-08-07,cat04,scat04
356,1675,"Huerta, Roberts and Dickerson",Self-enabling value-added artificial intelligence,4000.00,12886.00,successful,140,US,USD,2021-02-28,2021-08-08,cat04,scat04
1432,2712,Johnson Group,Vision-oriented interactive solution,7000.00,5177.00,failed,67,US,USD,2021-04-22,2022-01-08,cat01,scat01
25,4527,"Bailey, Nguyen and Martinez",Fundamental user-facing productivity,1000.00,8641.00,successful,92,US,USD,2021-08-10,2021-08-20,cat07,scat012
488,1722,"Williams, Martin and Meyer",Innovative well-modulated capability,60200.00,86244.00,successful,1015,GB,GBP,2020-07-17,2021-03-03,cat04,scat04
423,4330,Huff-Johnson,Universal fault-tolerant orchestration,195200.00,78630.00,failed,742,US,USD,2021-03-27,2021-11-17,cat06,scat010
2028,5219,Diaz-Little,Grass-roots executive synergy,6700.00,11941.00,successful,323,US,USD,2021-06-26,2021-07-10,cat03,scat03
1521,4997,Freeman-French,Multi-layered optimal application,7200.00,6115.00,failed,75,US,USD,2020-02-21,2021-02-23,cat05,scat05
2780,2239,Beck-Weber,Business-focused full-range core,129100.00,188404.00,successful,2326,US,USD,2021-06-22,2021-12-17,cat05,scat05
2316,4587,Lewis-Jacobson,Exclusive system-worthy Graphic Interface,6500.00,9910.00,successful,381,US,USD,2021-04-14,2021-05-29,cat04,scat04
2247,4113,Logan-Curtis,Enhanced optimal ability,170600.00,114523.00,failed,4405,US,USD,2020-11-21,2021-01-19,cat02,scat02
2408,4762,"Chan, Washington and Callahan",Optional zero administration neural-net,7800.00,3144.00,failed,92,US,USD,2021-04-12,2021-07-02,cat02,scat02
3184,5242,Wilson Group,Ameliorated foreground focus group,6200.00,13441.00,successful,480,US,USD,2020-07-18,2021-03-28,cat05,scat05
1680,5765,"Gardner, Ryan and Gutierrez",Triple-buffered multi-tasking matrices,9400.00,4899.00,failed,64,US,USD,2021-03-02,2021-09-20,cat06,scat016
2585,2185,Hernandez Inc,Versatile dedicated migration,2400.00,11990.00,successful,226,US,USD,2021-06-12,2021-08-18,cat06,scat019
1561,5500,Ortiz-Roberts,Devolved foreground customer loyalty,7800.00,6839.00,failed,64,US,USD,2021-06-09,2021-06-18,cat05,scat07
2632,3494,Ramirez LLC,Reduced reciprocal focus group,9800.00,11091.00,successful,241,US,USD,2020-12-09,2021-05-26,cat02,scat02
439,3924,Morrow Inc,Networked global migration,3100.00,13223.00,successful,132,US,USD,2020-06-14,2021-02-09,cat05,scat07
461,3521,Erickson-Rogers,De-engineered even-keeled definition,9800.00,7608.00,canceled,75,IT,EUR,2021-07-03,2021-07-08,cat08,scat015
1419,5262,"Leach, Rich and Price",Implemented bi-directional flexibility,141100.00,74073.00,failed,842,US,USD,2021-11-15,2021-12-07,cat06,scat019
2986,3684,Manning-Hamilton,Vision-oriented scalable definition,97300.00,153216.00,successful,2043,US,USD,2020-12-29,2021-05-30,cat01,scat01
2031,5784,Butler LLC,Future-proofed upward-trending migration,6600.00,4814.00,failed,112,US,USD,2021-10-15,2021-11-30,cat04,scat04
1627,1498,Ball LLC,Right-sized full-range throughput,7600.00,4603.00,canceled,139,IT,EUR,2021-11-06,2021-12-10,cat04,scat04
2175,6073,"Taylor, Santiago and Flores",Polarized composite customer loyalty,66600.00,37823.00,failed,374,US,USD,2020-10-08,2021-04-11,cat02,scat08
1788,4939,"Hernandez, Norton and Kelley",Expanded eco-centric policy,111100.00,62819.00,canceled,1122,US,USD,2020-12-30,2021-08-18,cat01,scat01
